"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CAF","Central African Republic","","MLE","Male","","34.6 [29.1-40.6]","34.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","VEN","Venezuela (Bolivarian Republic of)","","MLE","Male","","34.7 [30.1-39.6]","34.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IND","India","","MLE","Male","","34.9 [29.8-40.4]","34.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GRD","Grenada","","BTSX","Both sexes","","34.9 [32-37.8]","34.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","COL","Colombia","","MLE","Male","","35.1 [30.5-40]","35.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BFA","Burkina Faso","","MLE","Male","","35.1 [31.4-39.1]","35.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","LCA","Saint Lucia","","BTSX","Both sexes","","35.3 [32.4-38.4]","35.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ATG","Antigua and Barbuda","","BTSX","Both sexes","","35.3 [32.6-38.4]","35.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KOR","Republic of Korea","","FMLE","Female","","35.8 [27.7-44.9]","35.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","COK","Cook Islands","","BTSX","Both sexes","","36 [-]","36.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MLT","Malta","","FMLE","Female","","36 [33-39.2]","36.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ITA","Italy","","FMLE","Female","","36.3 [33.3-39.5]","36.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CIV","Côte d'Ivoire","","MLE","Male","","36.4 [32.6-40.4]","36.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GUY","Guyana","","MLE","Male","","36.7 [32.4-41.2]","36.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","UKR","Ukraine","","FMLE","Female","","36.8 [31.6-42.4]","36.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KAZ","Kazakhstan","","MLE","Male","","36.8 [32.6-41.3]","36.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COG","Congo","","BTSX","Both sexes","","36.9 [33.1-41.1]","36.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","MLE","Male","","37 [33-41.1]","37.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CAN","Canada","","FMLE","Female","","37.2 [33.6-40.9]","37.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NGA","Nigeria","","BTSX","Both sexes","","37.3 [34.3-40.2]","37.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRA","Brazil","","MLE","Male","","37.4 [30.2-45.2]","37.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","PRK","Democratic People's Republic of Korea","","MLE","Male","","37.5 [27.8-48.4]","37.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRB","Barbados","","BTSX","Both sexes","","37.5 [34.7-40.2]","37.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CMR","Cameroon","","MLE","Male","","37.6 [33.7-41.7]","37.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ALB","Albania","","BTSX","Both sexes","","37.7 [34.8-40.5]","37.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GAB","Gabon","","FMLE","Female","","38.1 [32.1-44.6]","38.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","THA","Thailand","","MLE","Male","","38.1 [34.3-42.2]","38.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BLZ","Belize","","MLE","Male","","38.3 [34-42.9]","38.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MDA","Republic of Moldova","","FMLE","Female","","38.5 [33.3-44]","38.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PER","Peru","","BTSX","Both sexes","","38.5 [34.1-43.1]","38.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GRC","Greece","","FMLE","Female","","39.1 [35.8-42.5]","39.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","SUR","Suriname","","MLE","Male","","39.2 [34.9-43.8]","39.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SYC","Seychelles","","BTSX","Both sexes","","39.4 [36.3-42]","39.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MKD","North Macedonia","","BTSX","Both sexes","","39.4 [36.8-42.3]","39.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","RUS","Russian Federation","","BTSX","Both sexes","","39.5 [36.5-42.5]","39.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","BGR","Bulgaria","","FMLE","Female","","39.6 [35.6-43.8]","39.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","MEX","Mexico","","MLE","Male","","39.8 [34.9-44.9]","39.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","TUV","Tuvalu","","FMLE","Female","","4 [-]","4.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","4.1 [3.5-4.7]","4.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","FMLE","Female","","4.3 [3.7-5]","4.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","TUN","Tunisia","","MLE","Male","","4.4 [3.6-5.4]","4.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","WSM","Samoa","","FMLE","Female","","4.5 [3.9-5.3]","4.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBN","Lebanon","","MLE","Male","","4.7 [3.8-5.7]","4.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","OMN","Oman","","MLE","Male","","4.7 [3.8-5.9]","4.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CHL","Chile","","FMLE","Female","","40.1 [35.1-45.3]","40.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HUN","Hungary","","FMLE","Female","","40.2 [36.2-44.4]","40.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ARG","Argentina","","FMLE","Female","","40.3 [35.3-45.5]","40.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","KNA","Saint Kitts and Nevis","","BTSX","Both sexes","","40.4 [-]","40.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","40.4 [36-45]","40.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MNE","Montenegro","","BTSX","Both sexes","","40.6 [37.7-43.4]","40.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ROU","Romania","","FMLE","Female","","40.8 [36.8-45]","40.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","CYP","Cyprus","","FMLE","Female","","40.9 [37.6-44.3]","40.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","CHN","China","","BTSX","Both sexes","","41.2 [34.8-48]","41.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BHS","Bahamas","","MLE","Male","","41.2 [36.7-45.9]","41.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","POL","Poland","","FMLE","Female","","41.3 [37.2-45.5]","41.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ISR","Israel","","BTSX","Both sexes","","41.4 [38.8-43.7]","41.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SVK","Slovakia","","FMLE","Female","","42.3 [38.1-46.5]","42.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ESP","Spain","","FMLE","Female","","42.3 [39.1-45.6]","42.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","DMA","Dominica","","MLE","Male","","42.9 [-]","42.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","43 [33.7-52.9]","43.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","URY","Uruguay","","FMLE","Female","","43 [37.8-48.3]","43.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","43.1 [36.2-50.4]","43.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","TTO","Trinidad and Tobago","","BTSX","Both sexes","","43.9 [40.7-47]","43.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","MLE","Male","","44 [39.4-48.7]","44.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","44.1 [37.1-51.3]","44.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CUB","Cuba","","MLE","Male","","44.2 [39.6-48.9]","44.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","PRT","Portugal","","FMLE","Female","","44.3 [40.8-47.9]","44.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","RUS","Russian Federation","","MLE","Male","","44.5 [40.1-49]","44.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","UKR","Ukraine","","BTSX","Both sexes","","45.2 [41.4-48.9]","45.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PAN","Panama","","MLE","Male","","45.3 [40.2-50.6]","45.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ISL","Iceland","","FMLE","Female","","45.3 [42.1-48.6]","45.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","JPN","Japan","","BTSX","Both sexes","","45.5 [39.8-51]","45.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNQ","Equatorial Guinea","","FMLE","Female","","45.6 [38.9-52.4]","45.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SVN","Slovenia","","FMLE","Female","","45.6 [41.4-49.9]","45.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","AGO","Angola","","MLE","Male","","46 [39.8-52.3]","46.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","USA","United States of America","","FMLE","Female","","46 [42.1-50.1]","46.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","BIH","Bosnia and Herzegovina","","MLE","Male","","46.5 [42-51.1]","46.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GRD","Grenada","","MLE","Male","","47.2 [42.5-52]","47.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","NLD","Netherlands","","FMLE","Female","","47.2 [43.9-50.4]","47.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SRB","Serbia","","BTSX","Both sexes","","47.3 [44.3-50.2]","47.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HRV","Croatia","","BTSX","Both sexes","","47.4 [44.5-50.1]","47.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ATG","Antigua and Barbuda","","MLE","Male","","47.9 [43.3-52.6]","47.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","LCA","Saint Lucia","","MLE","Male","","48.1 [43.4-52.9]","48.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FIN","Finland","","FMLE","Female","","48.3 [45.1-51.5]","48.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SWE","Sweden","","FMLE","Female","","48.3 [45-51.6]","48.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","COK","Cook Islands","","MLE","Male","","48.7 [-]","48.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","EST","Estonia","","FMLE","Female","","48.8 [43-54.6]","48.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","FMLE","Female","","48.8 [45.6-52.1]","48.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","BLR","Belarus","","FMLE","Female","","49.4 [43.7-55]","49.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MLT","Malta","","BTSX","Both sexes","","49.4 [48.4-52.9]","49.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COG","Congo","","MLE","Male","","49.9 [43.5-56.3]","49.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","5 [4.3-5.8]","5.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","5.1 [4.1-6.2]","5.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LSO","Lesotho","","FMLE","Female","","5.2 [4.2-6.3]","5.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","BHR","Bahrain","","MLE","Male","","5.4 [4.3-6.7]","5.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","TUR","Türkiye","","MLE","Male","","5.5 [4.5-6.7]","5.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","MDV","Maldives","","MLE","Male","","5.7 [4.4-7.5]","5.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","DJI","Djibouti","","FMLE","Female","","5.7 [4.8-6.7]","5.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRB","Barbados","","MLE","Male","","50.4 [45.7-55.1]","50.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KOR","Republic of Korea","","BTSX","Both sexes","","50.5 [44.6-56.7]","50.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","NZL","New Zealand","","FMLE","Female","","50.5 [45.8-55.1]","50.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ALB","Albania","","MLE","Male","","50.5 [46-54.9]","50.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","DNK","Denmark","","FMLE","Female","","50.6 [47.4-53.8]","50.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","AND","Andorra","","FMLE","Female","","50.7 [-]","50.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ITA","Italy","","BTSX","Both sexes","","50.8 [48.8-53]","50.80000","","","","",""
